Title,Location,Summary
[진행중] AI사업부 전문직(인공지능[AI] 모델링 자연어처리) 채용공고,서울 회현동,"이상 충족) - NLP, TA(Text Analysis) 등 자연어 처리 관련 프로젝트 경험 보유 - Python, R 등 프로그래밍 활용 역량 보유 - 딥러닝 프레임워크(Tensorflow, PyTorch 등) 기반..."
"개발팀 관리자 PM, 개발팀 엔지니어 외 신입/경력 정규직",대전 서구,인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>Ruby|인터넷·IT·통신·모바일·게임>웹프로그래머>AJAX|인터넷...
[데이터 프로덕트] 데이터 엔지니어 모집,성남 판교역,"엔지니어링 2년 이상 업무경험 보유자 ⁃ 하둡 에코시스템의 전반적 이해를 바탕으로 ETL 가능하신 분 ⁃ python(필수), java, go, bash 등 언어 중 하나 이상 활용 가능하신 분 ⁃ 새로운 기술에 대한 관심이..."
데이터 엔지니어 - Global Leading Consulting Firm,서울,통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>하둡(Hadoop)|인터넷·IT·통신·모바일·게임...
카카오 데이터의 가치를 발굴할 데이터 분석가 모집,성남 판교역,"및 해석) －데이터 분석 업무를 수행할 수 있는 언어 스킬 필수 (1) SQL 필수 (2) R 또는 Python을 다룰 수 있는 분 (SAS, SPSS, GA, tableau 등 통계 툴만 사용 가능한 경우 제외) －하둡..."
Sr Technical Support Engineer,서울,"roles Strong experience in software development in Java... Python. Experience in SQL, ArcGIS, or Oracle DBMS is desirable..."
11번가 클라우드 엔지니어,서울 중구,"Kubernetes, Python담당 직무11번가 Infra 조직은 현재... Migration 경험 및 AWS Certification 을 보유하신 분 Python, Shell, Java 등의 언어를 사용하여 운영 관리 도구를..."
[B Live Div.] Data Analyst (경력 무관),성남 분당구,"추출 업무(SQL, Presto, Python)인게임 데이터를 활용한 데이터 분석 업무 이런 경험을 가진 분과 함께 성장하고 싶습니다! (필수요건) SQL 활용 능력 중급 이상 Python 활용 능력 중급 이상 이런 경험들이..."
통합 log관리 시스템 개발 위한 전문가,서울 종로구,"수 있는 toolchain 구성을 준비하고 있습니다.이런 분을 찾습니다.필요 역량 및 경험- Java, Python, C++ 등 1개 이상 개발 언어 숙지- MySQL 또는 유사한 RDBMS을 활용한 서비스 개발 경험- OS..."
"개발자 - Python 프로그래밍과 Java, C 소스코드 분석",서울 송파구,"자격요건 인원 [담당업무]개발자 - Python 프로그래밍과 Java, C 소스코드 분석[근무부서 및 직급/직책]근무부서: 엔터프라이즈 솔루션직급/직책: 팀원, 대리, 차장 [필요기술]ㆍ Python 프로그래밍과 Java, C..."
컴퓨터비전 개발자 경력 정규직,서울 성동구,바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++
사업 확장에 따른 개발자(Unity) 및 디자이너(3D모델링),서울 관악구,"해외 방문 결격 사유가 없는 자- 하나 이상의 서버 사이드 언어가 능숙한 자 (Kotlin, Java, Python, Go, Javascript 등)* 우대사항- 프론트엔드 개발자, 디자이너, 기획자와의 원활한 협업 능력..."
[11번가] 데이터 엔지니어 분야,서울 중구,"kafka, Mongodb, Python 기반의 pub / sub 처리... 즐기는 분참고해주세요. 인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>Oracle DB..."
"System Engineer, Senior Staff",서울,"protocol is a plus. Programming experience in C/MATLAB/ Python/Perl. Analytical problem-solving approach, good communication..."
Software Engineer,서울,"languages, including... limited to: C++, Java, C, and Python. Excellent verbal and written communication skills. About..."
백엔드 개발자 (Backend Developer),서울 강남구,"메이아이의 핵심 서비스인 방문객 데이터 대시보드의 API 개발 * Python/Django/Django Rest Framework를 기반으로 API를... 이런 분을 찾습니다. * Python, Django, Django Rest..."
웹 개발자 경력 Java/Php/Javascript/Python/Html/CSS 등 프로젝트 경력자,대전 서구,"(주)바이오브레인 웹 개발자 경력 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무] ㆍ웹 기반 프로젝트 개발 및 운영 [근무부서 및 직급/직책] 직급/직책: 대리 [자격요건] ㆍJava, Php..."
"Software Engineer, DevOps",서울,"자격요건 알고리즘, 자료구조, 운영체제, DB 등 기본적인 개발 능력을 보유하고 계신 분(Bash, Python) 소프트웨어 디자인, 코드 작성, 빌드, 테스트, QA, 릴리즈, 버그 리포팅 등 개발 life cycle에..."
[외국계 스타트업 미소] Business Analyst,서울,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MySQL|인터넷·IT·통신·모바일·게임>데이터베이스...
전문연구요원 (병역특례) 수시 (AI / HW 분야),성남 분당구,"모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
"2022년 상반기 주식회사 쏘마 전 개발 직군 (백엔드, 프론트엔드 외 신입/경력 정규직)",성남 분당구,트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공...
클라우드 인프라 플랫폼 관리자,서울 마포구,클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>통신·모바일>플랫폼(VM)|인터넷·IT·통신·모바일·게임>ERP·시스템분석...
(인천 송도) 인공지능(AI)분야 Python 개발 인력,인천 연수구,"송도) 인공지능(AI)분야 Python 개발 인력 구인 모집부문 및 자격요건 모집부문개발 모집직무인공지능(AI)·빅데이터, 솔루션·SI·ERP·CRM, 인공지능(AI), 소프트웨어개발, Python, TensorFlow 모집..."
2022년 인텔AI 인공지능 개발자 양성 프로젝트 교육생,부산,게임>웹프로그래머>Ruby|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
[대형증권사] IT퀀트 개발자,서울 강남구,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>음성인식|인터...
"AI연구원(NLP, CV) (일6시간, 주5일)",서울 강서구,"자연어처리(NLP), Python, TensorFlow 모집학력 학력무관 인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신..."
Diploma Student / Intern_Linux/C++/Python,서울,Required skills: Proficiency in Linux Coding skills in C++ and Python Understandings on docker containers and Kubernetes...
데이터분석가 - Global Leading Consulting Firm,서울,모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|마케팅·광고·홍보·조사>조사·분석...
Recruitment for Verification Engineer,서울,"ACE) protocol 경험 Verilog HDL, SystemVerilog 사용 경험 Perl, Python 등의 script 사용 경험 C, C++ 사용 경험 UVM 검증 관련 경력자 우대 UVM 검증 경험이..."
기술 인턴 인공지능 응용 연구/개발 인턴,서울 관악구,"6개월) (협의) *모집 절차: 서류 à인터뷰(오프라인) *지원 자격: 프로그래밍 언어 활용 능력: Python, C, C++ 중 1가지 이상 데이터구조, 알고리즘 과목 이수 머신러닝과 딥러닝의 기본 개념 이해 머신러닝..."
Database Engineer (DBA),서울 중구,우대사항– (우대) 대규모 MongoDB 운영 및 Upgrade/Migration 경험 보유자 – (우대) Python/Shell script 가능자– (우대) AWS / Azure PaaS Database 서비스 운영 경험...
영상 인식 알고리즘 개발자,서울 구로구,"1) 주요 업무 분야 : 머신 비젼, 영상 처리, 딥러닝 알고리즘 2) 사용 언어 : C, C++, Python 3) TensorFlow, Deep Learning 관련 지식 보유자 우대 4) Vision, Image..."
"Customer Engineer, Data Analytics, Google Cloud",서울,"writing code in a common development language (e.g., Java, Python, JavaScript, C++, Scala, R, Go, etc.). About the job..."
데이터 엔지니어/클라우드 엔지니어/데이터 플랫폼 개발분야 경력사원,서울특별시,"등) 사용한 대용량 데이터 처리 유경험자 (Customization/Tuning 경험 포함) - Python, Java, JS Framework, Spring Framework 등 프로그래밍 역량 보유 - SQL 능숙하고..."
B2B CRM 마케터,서울특별시,"경험 - 영어 커뮤니케이션 능숙 - 컴퓨터, IT 사용기술: MS 오피스(엑셀, PPT), SQL 또는 Python 등 데이터 분석툴 사용 경험, CRM 솔루션 사용경험 (Salesforce), 마케팅 자동화 툴(MAT..."
고려대학교 산학협력단 직원(데이터엔지니어) 모집,대한민국,"능개선 경험 - DW, DM 시스템 구축 및 운영 경험 - 머신러닝, 딥러닝, 자연어처리 지식 보유 - Python, R 등 지식보유 - 고려대학교 산학협력단의 데이터 엔지니어를 채용하고자 하오니 많은 관심바랍니다. - 1..."
(주)데이터누리 PM/PL & 데이터분석가 정규직,서울 강서구,"SQLD(SQL개발자), 데이터아키텍처 전문가﻿﻿﻿﻿[우대사항]- Python, R 등 경험자- 보유자격(우대) : 데이터분석 전문가, 데이터분석... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
[테크] 예측모델 Data Science 경력,서울 종로구,"흐름을 파악하고, 그 원인을 찾아내는 분석가의 업무를 수행합니다. matplotlib, seaborn 등 python 기반의 시각화 그래프, spotfire, powerbi 같은 visualization solution을..."
eData Analyst,서울,"Excel, R, Sql & Spotfire,Unix/Shell/ Python knowledge ( Atleast one out of R, Python, SQL ) Strong technical knowledge..."
[전문연구요원] Software Engineer,서울,"데이터 처리하며 프로세스 자동화 환경을 구축합니다. 자격 요건 전문연구요원 편입/전직 자격을 갖고 계신분 Python 개발에 자신 있는 분 다음과 같은 분야에서 하나 이상의 전문성을 갖춘 분 : 프론트엔드 앱, 분산/병렬..."
"영상처리, 컴퓨터 비전 전문가 (신입/경력)",성남 수정구,"인원 [담당업무] Python, C++, MFC, C를 이용하여 - OpenCV 로 Visual SLAM 개발- MFC, Python을 이용하여 GUI... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
추천 통계분석/데이터사이언티스트 모집,성남 판교역,"통계, 수학 관련 분야의 석사 또는 박사 학위 소지자 숙련된 데이터분석 능력 데이터 사이언스를 위한 언어( Python/R) 를 하나 이상 능숙하게 다룰 수 있으신 분 분석 결과를 설득력있게 전달할 수 있는 분 우대사항..."
[박람회] 하드웨어 및 펌웨어 개발자 (초급 및 중급),서울 성동구,업기사- C#/ Python Programming 가능- IoT 단말 개발- 리눅스 환경 개발#중급 우대사항- 전공 : 전자공학/정보처리/통신 관련학과- 자격증 : 정보처리기사/산업기사- C#/ Python Programming...
"프론트엔드,백엔드,딥러닝,풀스택 개발자 모집",성남 시흥동,"젝트 리팩토링 - 설계, 개발, 유지보수 - Javascript / HTML / CSS / Java / Python - Spring (Spring Boot) - 이미지 영상처리 경험 - OPENCV 사용 경험 1..."
Backend Developer (Python/Junior/2-5년 이하),서울 서초구,"니다.요기요는 국내 최대의 Python 개발 조직으로, 나아가 최고의 개발 조직이 되기 위해 노력합니다. Python 으로 server systems... 다져온 우리의 Python 개발 경험은 새로이 Python 세계에 들어오고..."
[데이터 프로덕트] MLOps 개발자,성남 판교역,"년 이상 또는 관련 분야 학위(석사/박사) 소지 ⁃ 필수 언어/도구: kubernetes, docker, python, shell script, YAML, git #우대사항 ⁃ 대용량 실시간 서비스 개발, 운영 경험이 있으..."
Machine Learning Engineer Intern - Korea,서울,"Fluent... least one programming language including Python, Java, and Golang. Fluent in speaking and writing both Korean..."
[SNOW] 렌더링 엔진 개발자,서울,"팩토링, 디자인 패턴, ReactiveX 활용 경험 - Java, Swift(Objective C), Lua, Python 등 다양한 언어 경험 - Computer Graphics 이해 - Image Processing 이해..."
[데이터엔지니어링팀] Data Engineer (시니어),서울 종로구,통신·모바일·게임>ERP·시스템분석·설계>AWS|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>SQL|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>NoSQL|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
"추천 시스템 백엔드 개발자 경력직, 정규직",서울 중구,"있으신 분• Kurbernetes, Docker와 같은 컨테이너 환경에 익숙하거나 개발 경험이 있으신 분• Python, Javascript 등의 스크립트 언어 사용 경험이 있으신 분 1 명 근무조건 고용형태: 정규직(수습기..."
"Technical Solutions Manager, gTech Customer Experience",서울,"one or more... following languages: Java, C++, or Python. Ability to speak and write in English and Korean fluently..."
"Principal, Camp Space Capacity Planning",서울,Launch experiences • Programming experience in Python (preferred) /R/SQL • Professional writing and communication skills...
영상 인식 알고리즘 개발자,서울 구로구,"1) 주요 업무 분야 : 머신 비젼, 영상 처리, 딥러닝 알고리즘 2) 사용 언어 : C, C++, Python 3) TensorFlow, Deep Learning 관련 지식 보유자 우대 4) Vision, Image..."
Technical Solution Specialist,서울,concepts in applications on host and devices Skilled in python... C++ programming/debugging/profiling for Linux...
"Software Engineer, Android Connectivity",서울,"one or more... following languages: C, C++, Java, or Python. Preferred qualifications: 5 years of experience in Android..."
[BATTLEGROUNDS] Anti-Cheat Data Scientists (2년 이상),서울 서초구,AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>데이터분석|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷...
Vision AI 분야 전문가,서울 중구,대한 이해 – AWS 등의 클라우드 서비스 및 기술에 대한 이해 – Python 기반의 Machine Learning에 대한 기본적인 이해자격요건... 분석·설계>AWS|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
Associate Software Engineer (Connected Cabin),서울,"C, C++, Java, Python, and so on) Strong... Object Oriented Languages: C++, Java, Python, etc. Knowledge of Continuous..."
Machine Learning Researcher (Computer Vision),서울,"more than one software language (ex: C, C++, C#, Java, Python, Javascript, Matlab, and so on.) Applicants must have..."
[외국계 스타트업 미소] Business Analyst Intern (정규직 전환형),서울,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MySQL|인터넷·IT·통신·모바일·게임>데이터베이스...
[테크] 예측모델 Data Science 경력,서울 종로구,"흐름을 파악하고, 그 원인을 찾아내는 분석가의 업무를 수행합니다. matplotlib, seaborn 등 python 기반의 시각화 그래프, spotfire, powerbi 같은 visualization solution을..."
"[광고 추천] 데이터 사이언스, 머신러닝 전문가 영입",성남 판교역,"Learning)에 관한 지식과 경험이 풍부한 분 ⁃ 하나 이상의 프로그래밍 언어에 능통한 분 (예, Python, R, Java, Scala, C/C++, Golang 등) ⁃ 석사학위 + 2년 이상 경력, 혹은 학사학위..."
B2B CRM 마케터,서울특별시,"경험 - 영어 커뮤니케이션 능숙 - 컴퓨터, IT 사용기술: MS 오피스(엑셀, PPT), SQL 또는 Python 등 데이터 분석툴 사용 경험, CRM 솔루션 사용경험 (Salesforce), 마케팅 자동화 툴(MAT..."
[경력] 백엔드 부문 정규직 모집,서울 서초동,"본적인 지식 및 개발 경험 - AWS, Git 사용 경험 [추가자격 요건 (둘 중 하나)] - Python WebFramework 을 사용한 서비스 개발 경험 (Django, Flask, Fast-Api) - Node..."
프로그래머,대전 서구,"IoT/드론 앱/서비스 프로그래밍(안드로이드, 아이폰, 백엔드 등) 딥러닝 영상 및 음향 처리 프로그래밍 python, react, opencv 기술보유자 * 수습기간 1~3개월(10% 감액적용되나, 경력에 따라서 기간 및..."
AI 데이터분석 (경력),서울 영등포구,통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>데이터베...
Security Engineer,서울,"C, and C++ · Experience with scripting languages... Python, Perl, or Ruby Amazon Devices designs and engineers high..."
"Deep Learning Engineer 딥러닝 엔지니어 계약직 (전문연구요원, 정규직 전환 가능)",서울 성동구,"러닝 서비스를 원활하게 제공합니다.[근무부서 및 직급/직책]근무부서: 기술팀직급/직책: 팀원 [자격요건]- Python 또는 C++ 중 하나의 언어 능숙하게 사용 가능- PyTorch, Tensorflow 등의 딥러닝 프레임..."
eData Analyst,서울,"Excel, R, Sql & Spotfire,Unix/Shell/ Python knowledge ( Atleast one out of R, Python, SQL ) Strong technical knowledge..."
글로벌운용팀 (~6/12),대한민국,"1. 채용 부문: 글로벌운용본부 글로벌운용팀 2. 자격 요건 (경력 1~5년, 신입 지원 가능) - Python 활용 금융 데이터 처리 및 분석 숙련자 3. 우대 사항 Professional - 금융 관련 AI 알고리즘..."
백엔드 개발자 (Backend Developer),서울 강남구,"메이아이의 핵심 서비스인 방문객 데이터 대시보드의 API 개발 * Python/Django/Django Rest Framework를 기반으로 API를... 이런 분을 찾습니다. * Python, Django, Django Rest..."
컴퓨터비전 개발자 경력 정규직,서울 성동구,바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++
[직원] 전산실 개발 인력,서울 종로구,"Javascript 작업 가능자REST API, JSON, XML, ODATA, 공공 API 사용 경험자AI/ML Python 사용 경험자 우대 4) 우대사항 인터넷·IT·통신·모바일·게임>전산·IT기술지원>전산직"
[하나금융융합기술원] Computer Vision 경력사원 모집,인천 청라동,"딥러닝 프레임워크(TensorFlow, PyTorch등) 기반 컴퓨터비전 연구개발 경험 · 프로그래밍( Python, C/C++ 등) 능력 [우대사항] ·컴퓨터 그래픽스 이해/구현/활용 경험 ·AI관련 최신 논문의 이해/구현..."
[SNOW] 렌더링 엔진 개발자,성남 분당구,"활용 경험 - Java, Swift(Objective C), Lua, Python 등 다양한 언어 경험 - Computer Graphics 이해 인터... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
[CJ Olivenetworks/경력] AI연구소 AI/ML 연구/개발(Data Scientist),서울 용산구,SQL|인터넷·IT·통신·모바일·게임>응용프로그래머>API|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>웹기획·웹마케...
AI Research Engineer,서울,"PyTorch, Caffe, and MxNet - Strong programming skills with Python and C/C++ - Experiences in programming and testing in Linux..."
[신입/경력] 4차산업기반 스마트팩토리 구축 S/W 개발자,경기도 하남,"지원자격ㆍ신입(0명) / 경력 3년~5년(0명)ㆍ학력 : 대졸(2,3년제) 이상ㆍC#.Net / Java / Python / Web(HTML5, javascript) 등 개발경험ㆍDB : MS-SQLㆍ기술스택과 맞지는 않지만..."
Test Floor Engineer,대한민국,"Knowledge in SW programming (C++, Perl, Linux, Python…) Advantage for Knowledge in data analysis (JMP) Understanding..."
SW 개발 직군,성남 분당구,"Embedded Linux 기반 C, C++ 언어 사용- Windows용 카메라 제어 Tool(C#, Python 등) 개발O명판교한화인 1:1 문의하기 인터넷·IT·통신·모바일·게임>전산·IT기술지원>S/W 엔지니어|인터넷..."
[ICT] CV(Computer Vision) 개발 경력사원 채용,구미 공단동,"Recognition, Semantic Segmentation 연구개발 경험자 영상처리 관련 서비스 개발 경험자 Python 프로그래밍 가능자 0명 서울 을지로 '1:1 문의하기' 등록 응시 자격 해외 여행에..."
데이터 전문가(모델러/분석가/엔지니어) 모집,성남 판교역,대용량 데이터를 효율적으로 사용하기 위한 기반 데이터 가공 지원자격 데이터 사이언스를 위한 언어(R/ Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를...
데이터분석가 - Global Leading Consulting Firm,서울,모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|마케팅·광고·홍보·조사>조사·분석...
하드웨어 신입/경력 정규직,대전 유성구,"회로 설계 경험자° HDL을 이용한 FPGA IP 설계 및 검증 경험자° OrCAD, Matlab, C, Python 툴 경험자° 석/박사 학위 수여자° 방산/보안 계열 개발 유경험자[학력 및 유관전공]° 학력: 대졸(4년제..."
"자율주행, 인공지능(AI) 외 신입/경력 계약직, 인턴",대구 달성군,"신입도 지원 가능)ㆍ학력 : 학사이상(컴퓨터공학/기계공학/전기전자/자동차공학 계열 전공자)ㆍ필요기술 : Python, C++ㆍ해외 여행에 결격 사유가 없는자[우대사항]ㆍ자율주행 대회 참여 혹은 프로젝트 수행 경험 보유자ㆍ..."
[연구개발 부문] 연구원 (MCU 계측제어설계/머신비전/이미지프로세싱),경기도 광명,"프로그래밍 가능자 우대S/W 설계 부문 : - OPEN CV, TENSORFLOW, YOLO, CUDA/ Python, C++, C WindowsGUL APL, MFC Lib 활용 가능자. 머신비전/ 영상처리 개발자* 전기..."
"개발팀 관리자 PM, 개발팀 엔지니어 외 신입/경력 정규직",대전 서구,인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>Ruby|인터넷·IT·통신·모바일·게임>웹프로그래머>AJAX|인터넷...
[위메프] 신규서비스 ML엔지니어,대한민국,"선택을 고민하는 누군가에게 도움이 되고 싶다면 우리의 동료가 되어주세요!! [우리가 사용하는 기술] Python, ML도구(Pytorch, Tensorflow, Scikit-learn 등) Elasticsearch..."
Data 분석 경력 모집,서울 중구,"Marketing DB 추출 Web/App. Log Data 분석 SQL, R, Python을 이용한 데이터 분석 역량(SQL필수, R/ Python 선택적) Excel 활용 및 Data Handling 마케팅 정형..."
2분기 게임 클라이언트 개발자 (신입/경력),서울 서초구,C++|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트
BRAIN Research Intern,서울,programming experience in one... following (Java/C++/C/ Python/MySQL/SQL Server); knowledge of UNIX preferred Possess...
Graduate Student Intern,서울,1-2 semesters left for graduation. Familiar with C/C++/ python programming language. Good understanding of network...
(인천 송도) 인공지능(AI)분야 Python 개발 인력,인천 연수구,"송도) 인공지능(AI)분야 Python 개발 인력 구인 모집부문 및 자격요건 모집부문개발 모집직무인공지능(AI)·빅데이터, 솔루션·SI·ERP·CRM, 인공지능(AI), 소프트웨어개발, Python, TensorFlow 모집..."
인사운영,성남 판교역,"분 - 꼼꼼하고 책임감 강한 분 - 일에 대한 열정이 있는 분 - 데이터 분석에 대한 지식이 있는 분 ( Python, R 등) 공통지원자격 - 병역필 혹은 면제로 해외여행에 결격 사유가 없는 자 지원방법 - 온라..."
2022년 ICT이노베이션스퀘어 인공지능(AI)/블록체인 3기 교육생,서울,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
[B Live Div.] Data Analyst (경력 무관),성남 분당구,"추출 업무(SQL, Presto, Python)인게임 데이터를 활용한 데이터 분석 업무 이런 경험을 가진 분과 함께 성장하고 싶습니다! (필수요건) SQL 활용 능력 중급 이상 Python 활용 능력 중급 이상 이런 경험들이..."
한국필립모리스 2022년 상반기 수시,서울 영등포구,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>시스템프로그래머>펌웨어·어셈블러|인터...
Software Engineer,서울,"languages, including... limited to: C++, Java, C, and Python. Excellent verbal and written communication skills. About..."
